,0,1,2
76,1 star rating,"Apr 18, 2018","How immensely and profoundly incompetent.Trains that stop at red lights, waiting minutes, a few meters from the drop off point, and designed that way...They'll stop midway between stops to do a driver shift change. They could do it at the end of the line, like every other system, in every other city, in every other country. But no, with a few hundred people on board, they mozy on off the train, have another person stroll on over and finish the last 15 minutes (1 mile) of the route.The trains themselves run every 20 minutes. In the third world it's every 2. The drivers slam the brakes constantly and everyone falls over each other. Then the doors open, and they stay open, sometimes for 5 minutes, often in fact. Just to waste everyone's time.It's swarming with drunks and homeless and the only thing the police are doing is checking whether the people rushing to their meeting in business suits paid the $1.75, oh thank heavens.The announcement system is basically random messages being played at random times about unrelated exits.I mean, it's a giant joke like out of some novel lampooning incompetence. And they have money, gobs of it. More than almost any system in the world. And we get piles of brake slamming, delayed trains, stopping at red lights and drunk people vomiting on you.Fucking awesome guys, great job."
77,2 star rating,,"The Metro buses are homes for homeless people. Sometimes, the buses smell of urine and even worse. Metro is getting to be a public health hazard. If they do not get a grip on this, then I will get the health department and others involved. George Vreeland Hill"
78,Filter reviews by 1 star rating,,"The Metro buses are homes for homeless people. Sometimes, the buses smell of urine and even worse. Metro is getting to be a public health hazard. If they do not get a grip on this, then I will get the health department and others involved. George Vreeland Hill"
79,1 star rating,"Jun 7, 2018","The Metro buses are homes for homeless people. Sometimes, the buses smell of urine and even worse. Metro is getting to be a public health hazard. If they do not get a grip on this, then I will get the health department and others involved. George Vreeland Hill"
80,5 star rating,"Aug 6, 2021","Dani on 20 bus and another African lady were nice to respond and help out their customer great customer service and nice, safe ride. Thank you Dani"
81,5 star rating,"Jul 28, 2019","I catch 720 metro bus with Mr. Anton( I hope I spell his name correctly) He is a great guy, very people person, passionate and I love to see more passionate people like him in this business who truly love what they do and love to help people like him. I was lost and didn't know if this is the right bus to take and he offered to help me gently and patiently. I really appreciate him as a person. I hope metro be more conscious of hiring more passionate, people person, and willing to help customers like Anton. Thank you. 2019"
82,1 star rating,"Feb 9, 2018","Slowest metro in the worldAlways late from 10 min to 2 hoursWery high ticket price and 0 customer serviceSecurity is shit too becouse police usually unarmed here or at least armed without automated weapon Bus drivers  usually change route withoute notice so sometimes you can not simply reach your destination And they have zero compensation for this like situationsKharkov city have much better, faster and cheaper transportation system that L.A. have"
83,1 star rating,"Aug 30, 2019","What happened?? Metro has lost nearly all of it's services. Broken ticket machines, filthy trains loaded with homeless, trash, urine, riders smoking pot, and absolutely ZERO consequences. I watch riders bypass turnstiles every time I ride with ZERO enforcement or monitoring. What happened?? The last time I saw a fare inspection was nearly a year ago. I used to suggest Metro rail to visitors but NO MORE.I'm ashamed of what our Metro has become"
84,1 star rating,"Sep 13, 2019",The worst way to get around. Los Angeles is so far behind every other metropolitan city/ and I doubt they care enough to ever make it better. Lame.
85,4 star rating,"Sep 20, 2017",I enjoy taking the metro line from the west Los Angeles area to downtown and occasionally to the beach as well. It really makes life easy since I can park not too far from where I live and jump on the metro. The best part is not having to deal with parking when I get to my destination.
86,4 star rating,"Sep 19, 2017",I enjoy taking the metro line from the west Los Angeles area to downtown and to the beach as well. It really makes life easy since I can park not too far from where I live and jump on the metro. The best part is not having to deal with parking when I get to my destination.
87,1 star rating,"Oct 17, 2019","Complete crap. Never on time and limited service, especially the gold line. Absolutely unacceptable"
88,2 star rating,"Sep 19, 2019",I read that ridership is decreasing on LA buses. It is a service that I need and use. Wish there was better communication with passengers when buses will be 40 minutes late. Either a communication board or an actual person to relay information about alternative transportation. The internet services are not accurate. Place treat us with respect and I guarantee there will be more ridership.
89,2 star rating,"Oct 5, 2018",PROS: 1. I'm very happy they're building up the rail system again. At least there will be a better system in the future to look forward to.2. Cheaper than Uber and Lyft.CONS:1. Very long wait times for both trains and buses. The Red and Purple Lines should run every 5 minutes at night not every 20 minutes. 20 minutes is a lot of wasted time especially if you just missed a train. Blue and Expo lines have better service frequency but the trains move too slowly in Downtown L.A. Buses often run only every 45-60 minutes on Melrose Ave. west of Vine Street. Poor service frequency on Robertson Blvd. where buses only run once an hour and shut down on weekends. I stopped using most buses because of the long wait times and short-line service (where some buses only go to Vine St. which makes the wait times for West Hollywood double.) Uber is far more reliable. The free tap card passes and the rail system are the only reasons why I still take Metro.2. Elevator and Escalator breakdowns are a major problem in Metro stations especially if you have a bike or are wheelchair bound. The Red and Purple line stations are huge and deep. It's not always possible to take the stairs.3. Some Metro vehicles are in bad condition. Red and Purple line trains need to be refurbished. The floors are falling apart and decals peeling off. Some buses are too old and need to be replaced. Don't just put new CNG tanks on a 15 year old bus and put it back in service. Order new buses.I would support increased sales taxes for service improvements because I know most of these problems are mainly funding related.
90,1 star rating,"Jan 29, 2019","Just sick of metro some of the most rude  and mean bus drivers reside here. How are you closing bus doors in students face and your bus in not crowded. Left one of my twin daughter at the bus stop after the other got on after school....along with other kids. This bus driver evidently hate kids or was having a bad day. But if something had happened to my daughter Metro would had a major law suit. Bus 125 bus stop at Whaley middle school heading towards Compton Station around 3:15-3:30 1/28/2019. My girls are suppose to stay together at all times the way this world is set up.....not a happy mother. Bus driver if you don't like your job get another, if it's kids get a different route!"
91,2 star rating,,"Where would I be with out you???No really, where?"
92,Filter reviews by 1 star rating,,"Where would I be with out you???No really, where?"
93,5 star rating,"Jun 11, 2013","Where would I be with out you???No really, where?"
94,1 star rating,"Jul 6, 2019","Absolutely the worst. Blue line is closed and no one's here to help me find where I can get another train. I stood at the help desk for 10 minutes that was completely empty. The information I did get from a few attendants was wrong. I'm now in a Lyft ride to Orange County. Never plan on using LA Metro again, complete waste of money and time!"
95,2 star rating,"Nov 9, 2017",I had a bad experience purchasing  a weekly  buss pass that machine charge my card 3 times on The green line  station Lakewood bld please dont use ur credit card  know its gonna take 10 days for me to get my money back wow thats not right sence the machine iis defected i should be able to get my money  right away
96,5 star rating,"Jun 23, 2014","This yelpeview is strictly for the Gold Line and LAX Flyaway combo to LAX.     I try to take the gold line into downtown when I can and  when I have to work there.  I like it. On a recent vacay, I saved cab fare by taking the Metro and Lax flyaway to the airport.  Total savings?  $50, one way.   Taxi?  NAH, not when there's a $50 price difference. Super Shuttle?  Not anymore, I don't wanna go on a neighborhood tour before going to the airport for $30.  Nor do I want to go on a La Nauseè ride 6 times around the airport and a neighborhood tour coming home.  No Thanks.  Not when I can take the Metro and the FlyAway to the Airport.  Love this Gold Line.    The cars feel like a Disney ride..  still beaucoup fun.  Save money and you're contributing to the cause!  Hell yeah!Tip:  For travelers coming to El-Lay, you can take the LAX Flyaway to Union Station from LAX, and Metro it to downtown, Hollywood, Long Beach,  North Hollywood.  LA is no longer a car only town, of sorts.  Must get a Tap Card at Union Station to use the metro at  $1.50 per ride.  LAX Flyaway takes Debit/Credit Cards only, $8 one way."
97,5 star rating,"Jul 17, 2016","A must use to get around or as a supplement to Uber, Rental car, or Bus use. Parking and driving in certain areas can be horrendous. Easy to understand routes and purchase tickets. For the most part a clean, easy, quick ride. Seating can get limited during peak times, and make sure to bring sanitizer after holding onto bars or poles. There are some interesting characters, but there's no real way to prevent this so enjoy the people watching! *There are also quite a few people asking for money: As a safety precation do not take wallet or money out. Ladies keep purses secured infront of you because there is a lot of bumping and close contact as well as possible distractions, I'd imagine it would be easy for someone to slip a hand in a purse to grab various items without you paying attention to the movement."
98,1 star rating,"Jun 16, 2019",So I just moved to LA and I hate the metro its the worst ever and lord knows if you have to be work on a Sunday it's only one bus that runs where I live on Sundays to get me downtown to work. And when you go on your phone you know maps so you can plan your trip time a day early it told me that the 68 bus would come at 9:20am I was on the bus stop at 8:57am and the bus didn't come until 10:00am the bus driver going say oh well maps are wrong on Sunday but Monday Thur Saturday it's right I don't and then at night I just found out that a lot of the buses stop at 9:00pm at night this System is horrible it makes me want to move back to Baltimore they need to redo in Baltimore the all the busses run until 3am and on Sundays if one bus don't run they have two other buses that do
99,2 star rating,"Jan 11, 2021","Is so disappointing since this pandemic I take 2 hours to get to my work and 2 hours to get back , and since the beginning of the year is more time , bad service please start charging and change this schedule"
100,1 star rating,"Nov 26, 2018","Completely untrustworthy staff, from the drivers to the lost & found employees. My expensive Trek bike disappeared in the custody of Metro's staff. They hardly made any efforts to recover it, seemed obvious that someone on Metro's payroll snatched my bike up. I'll never trust to bring a bike onboard any Metro vehicles, rail or bus ever again. If a bike is left behind, riders should realistically be able to recover it. This kind of theft and corruption is a serious liability."
101,1 star rating,"Oct 27, 2018",Completely unsafe. I didn't realize that it's ok to take an unregistered gun or a knife onto the train and threaten to kill someone on the gold line but the employees were ok with it and did nothing.
102,4 star rating,"Dec 31, 2013","OK newbies. I know a bunch of you are going to take the METRO this New Year's Eve. I know from last year that some of you are even going to take your little ones out past midnight. Here's some tips:Gold Line- Safest and cleanest of the many lines- 30 minutes from Sierra Madre Station to Union Station- May or may not come with crazy peopleRed Line- You lucky SOBs! If this were rush hour between the hours of 5 and 6 pm, you'd be squished in like sardines. Lucky for you, it will be 2 am when you get on.- About 30 minutes from Union Station to the North Hollywood station. Super convenient to get around Downtown. - Watch out for drunken SantasBlue Line- You may want to say a little prayer before getting on. you'll need some divine intervention to make it from Downtown to Long Beach without being bothered by gangsters, potheads, grownups selling candy, homeless people, crazy people, preachers, and dudes with boomboxes....yah, they still exist.- About one hour-ish to Long Beach. Expect an excruciatingly painful stop in Downtown as you watch dozens of people walk past you while you don't go anywhere. Expo Line- Through Downtown to USC - Blue Line applies- Past USC to Culver City - Gold Line appliesGreen Line- Someone's going to have to update me on that one...All lines:- Teenagers may or may not be annoying- Stay safe. Don't be so drunk you don't know your surroundings, or at least travel with someone who does. Have fun and Happy New Year!"
103,2 star rating,,"OK. So sometimes you get  on a bus and it smells like  lord knows what. Sometimes there's nowhere to sit except for that one seat...wait...is that fresh gum? But honestly? How else can you get from one side of the city to the other on $1.50? If you plan it right, and take the right bus on Metro you can.For $6 (going back down to $5) you can travel anywhere your  little heart wants too... Little Tokyo for Boba? Down. Hop on the train Pasadena for Ice Cream? OK. Want to go be a tourist? Take the 780 and get dropped off in Hollywood. Good luck trying to do that in your car and having to fuss around with parking.I've been taking the bus for so long and honestly it is getting better. There are cameras on the bus, so you don't have to worry about stranger danger. Nexttrip allows you to find out when the next bus is coming (go to m.metro.net and then you can enter in your stop number or street names and find out when the next bus in either direction is coming.) For free. I've relied on this for a few trips and it is almost up to the minute (only one or two minutes delay).Guess what? Now if you smile at the bus driver and say ""hi"" 90% of the time they will say ""hi"" back.So get out of your car and jump on a bus and go exploring!"
104,Filter reviews by 1 star rating,,"OK. So sometimes you get  on a bus and it smells like  lord knows what. Sometimes there's nowhere to sit except for that one seat...wait...is that fresh gum? But honestly? How else can you get from one side of the city to the other on $1.50? If you plan it right, and take the right bus on Metro you can.For $6 (going back down to $5) you can travel anywhere your  little heart wants too... Little Tokyo for Boba? Down. Hop on the train Pasadena for Ice Cream? OK. Want to go be a tourist? Take the 780 and get dropped off in Hollywood. Good luck trying to do that in your car and having to fuss around with parking.I've been taking the bus for so long and honestly it is getting better. There are cameras on the bus, so you don't have to worry about stranger danger. Nexttrip allows you to find out when the next bus is coming (go to m.metro.net and then you can enter in your stop number or street names and find out when the next bus in either direction is coming.) For free. I've relied on this for a few trips and it is almost up to the minute (only one or two minutes delay).Guess what? Now if you smile at the bus driver and say ""hi"" 90% of the time they will say ""hi"" back.So get out of your car and jump on a bus and go exploring!"
105,4 star rating,"Aug 2, 2011","OK. So sometimes you get  on a bus and it smells like  lord knows what. Sometimes there's nowhere to sit except for that one seat...wait...is that fresh gum? But honestly? How else can you get from one side of the city to the other on $1.50? If you plan it right, and take the right bus on Metro you can.For $6 (going back down to $5) you can travel anywhere your  little heart wants too... Little Tokyo for Boba? Down. Hop on the train Pasadena for Ice Cream? OK. Want to go be a tourist? Take the 780 and get dropped off in Hollywood. Good luck trying to do that in your car and having to fuss around with parking.I've been taking the bus for so long and honestly it is getting better. There are cameras on the bus, so you don't have to worry about stranger danger. Nexttrip allows you to find out when the next bus is coming (go to m.metro.net and then you can enter in your stop number or street names and find out when the next bus in either direction is coming.) For free. I've relied on this for a few trips and it is almost up to the minute (only one or two minutes delay).Guess what? Now if you smile at the bus driver and say ""hi"" 90% of the time they will say ""hi"" back.So get out of your car and jump on a bus and go exploring!"
106,3 star rating,"Apr 26, 2013","For the one city where traffic is among the nation's worst, one would think more folks would use the LA Metro. It's not as clean as DC's metro system, as simple as Boston's, or as vast or cost effective NYC, but LA does a solid job for what it is. The trains run on time, they're not disgusting, and not terribly crowded even during rush hour.But people in these parts love to drive. The search for the nearest subway stop doesn't sound as appealing as the allure of a luxury valet. Safety is a concern for the late commuters, but if you don't bother anyone else, it's pretty unlikely they'd bother you. It also might stop in a popular area, but considering the urbal sprawl of the city, it's not exactly convenient with out the aid of a bus for the more rural areas.Then there is the TAP card. Day passes are still available and the per ride requirement can be bypassed with the honor system. Plenty of people have cheated their way past turnstyles and have taken advantage of the fact there is very little staff and/or onboard maintenance. That said, I haven't had a problem with any stalled cars or track issues.If the LA Metro can't save the smog or win the respect of its city, here's hoping that things  change down the (subway) line."
107,4 star rating,"Aug 25, 2015","I grew up using the public transportation system that serves Los Angeles. I'm pretty sure just about everybody at some point has used it as well. The Metro system takes riders all throughout Los Angeles County. Fee is $1.75 for a one way Trip. You can purchase a tap card for $1 which is reusable. Just load it with money before using! Day pass I believe is still $7 . back in the day, it was $5. I can understand with the inflation rate as to why it goes up. I have used just about every single bus line. Depending on the day or time, they usually run every 10 mins. During the weekends and the wee hours, they run a bit longer. Just about anywhere you want to go throughout Los Angeles, the Metro bus takes you there. This is my go to method whenever I choose to bar hop. I rather never drive while inebriated so just Metro bus it! The bus drivers can be from nice and chatty to just plain quiet! No eating or drinking is allowed on the bus inside. I will continues to use the Metro bus system. Monthly passes can vary. I believe they still accept bus tokens as well!!!"
108,3 star rating,"Apr 17, 2009","So I've lived in LA for a little over 3 years now. Long enough to claim residence in 4 zip codes (moving sucks) and soon to be a 5th(eh). Until recently, whether or not my commute was 5 blocks or 15 miles, I had always driven.When I moved to LA near South Pasadena I realized I was a short 5 minute ride to the Mission St. Metro stop. I wanted to try and use the line, but it wasn't until I started a new job in Hollywood where I was finally able to utilize it on a daily basis.  So far it has been great. I wake up at 7:30, shower and dress. By 8 am I am out the door and at the Mission St stop by about 8:15. It takes a minute to walk from where you park because it's 4 hour parking near the station to avoid a parking cluster.I always bring a book and my IPOD shuffle. I can usually  even find a seat. By about 8:30-40 I am at Union Station where I switch to the Red Line. I get to my stop at Hollywood/Vine at around 9 or so.  Then I have a nice 10 minute walk down to Santa Monica Blvd.It's been great! I save 50 bucks a week on gas, so now I don't mind eating out for lunch all the time. I also get a nice workout and have lost about 10 pounds in 2 weeks.Fortunately and unfortunately, I just signed a lease back in Hollywood (ironically near the Hollywood and Vince stop) BUT i will now be walking to work and still not paying for Gas--booyah!--HOWEVER--I gotta be fair and honest. Not all is kosher down under. The cliental that rides the tube is sketchy at best. I've gotten threatening looks from Cholos, almost puked because of a stinky hobo who stood too close to me, and had a few looney tunes start conversations with me. I could see how a woman might not feel comfortable alone. But from what I understand they have camera and a guard on every train.Give the metro a look. Even if you can't take it to work, you can probably find a route you can use. For example I plan on walking to the Hollywood and Vince spot and taking it to the Sunset/Vermont stop to go out in Los Feliz where I have some friends. Or even one stop east of that to go to this dive bar, Smog Cutter (see review).  They are expanding the Metro so you might as get on board!"
109,5 star rating,"Oct 11, 2018","THIS IS not EXACTLY the site where I wanted to praise the 3 menwho were vending tickets at noon yesterday, Oct 10.  SpecificallyI cannot remember the very helpful man behind the window, who might be called JESUS, but I dont think so, but he helped me withy DILMENA re. my lost TAP2go card and how to replace it. He wassympathetic, in fact they all were, so I dont feel too badly about notbeing able to remember the name of the one who may have beenthe youngest....maybe not. But first rate."
110,1 star rating,"May 9, 2018","Worst public transit system in the world, possibly universe. Trains run inconsistently and homeless people terrorize commuters."
111,2 star rating,"Oct 20, 2011",A few good trips down the Blvd to avoid sitting in traffic in my car and one good street fist fight on a Hollywood corner waiting for a bus with another guy waiting for a bus. HAHAHAHA welcome back to LA Metro bus system. I'm baaaaaacccccckkkkk!!!!My only tip is .....bring a pack of sani-wipes and some hand sanitizer.
112,1 star rating,"Jun 10, 2015","You know how people bum for cigarettes?On LA buses, they bum for weed.You know what schedules are?They don't care what schedules are.Do you want to lose your job for being late?They will help you lose your job.Do you want to inhale unknown skank ass shit onboard?Welcome aboard!Do you have connections to make on your route?Connections can't be made, your bus will be late. And the next one might be either late. Or perhaps early. It might not come at all.Do you then want to wait for an hour or two or walk for miles?They will leave it up to you. For LA Metro = true freedom!Have you tried using their trip planner?If you have, I don't think you've got any sanity left to follow this text. I've lost it the few unfortunate times I've been having to use it and then get on an LA bus.If you want to vomit in your mouth a little, search for ""metrorocks: Click It And Go."" on Youtube.Case in point.Company that tries to be ""cool"" but can't fix even the simplest, most basic stuff.LA Metro ""We Get Paid You Get Fukd"""
113,1 star rating,"Jun 6, 2020",Riding the LA Metro Rail or walking in the stations is an extraordinary adventure. It is the antithesis of BLM. Dig?
114,1 star rating,"Oct 3, 2019","Nice to see a cop video taping a woman singing opera in the metro while us commuters are trying to avoid bums, thugs and the mentally ill acting crazy on the trains and platforms. Nice to know that the cops are on the job video taping while the riders  continue to be harassed every day."
115,1 star rating,"Jul 10, 2018","Generous one star.Pros: Gold Line, Still clean, most people are civil with exceptions at certain stops. Gets you where you need to go. Cons: Red, purple expo and blue lines. Filled with degenerates, bums, homeless, and the mentally ill. Filthy people sleeping in trains and stationsCrazy dangerous people in trains and stations. Scumbags constantly jumping turnstiles. Security just looks on and does nothing. No restrooms in most stations. Union Station restroom is personal bath for bums and degenerates. No food or shopping in most stations. Recommendations. City officials need to put their ""big boy pants"" on and clean up the trash. I'm sure the Mayor has been to Europe?  Their cities  all have pay restrooms in stations with attendants. Great food options and shopping in most stations. Why hasn't he learned what a clean and efficient metro system looks like.  Probably exploring Europe in his limo."
116,1 star rating,"Sep 25, 2017",Drivers leave without passengers all the time.  Not to be general right now.  I was waiting at the Orange Line  east to Noho station for 20+ minutes.  Driver pulls up around 737pm and pulls past me.  As I'm walking up to the back door the driver closes the door and speeds away.  I was the first person at the stop and they left without me.  Not to mention unreliable stop times that force you to arrive at your stop 25+ minutes early to be to work on time.  No formal complaints department.  I would like to be contacted by a supervising representative of Metro LA to answer my inquiries about restitution.
117,2 star rating,,"LA Metro deserves NEGATIVE-STARS.  How dare you constantly keep riders clueless when a Bus is not coming!  There were 30+ people waiting for the stupid #16 Bus today, and there was not ONE sign telling them the Bus was not stopping there.  Why do you even exist as an Organization when you're so Incompetent?!  Everyone around the World ridicules LA as having the worst transportation system ever... get a clue!"
118,Filter reviews by 1 star rating,,"LA Metro deserves NEGATIVE-STARS.  How dare you constantly keep riders clueless when a Bus is not coming!  There were 30+ people waiting for the stupid #16 Bus today, and there was not ONE sign telling them the Bus was not stopping there.  Why do you even exist as an Organization when you're so Incompetent?!  Everyone around the World ridicules LA as having the worst transportation system ever... get a clue!"
119,1 star rating,"Aug 26, 2017","LA Metro deserves NEGATIVE-STARS.  How dare you constantly keep riders clueless when a Bus is not coming!  There were 30+ people waiting for the stupid #16 Bus today, and there was not ONE sign telling them the Bus was not stopping there.  Why do you even exist as an Organization when you're so Incompetent?!  Everyone around the World ridicules LA as having the worst transportation system ever... get a clue!"
120,4 star rating,"Dec 6, 2011","LA METRO!I'ved lived in LA for all my life and I've never taken the metro... I read through Yelp! that they offered Metro Art Tours a few times a month. Apparently there is a different artist that provides his/her art for each platform/stop. There is an art docent that provides information about the metro, the stops, and artwork. It was a great way to explore the LA Metro for the first time.One way $1.50. Day Pass $5.00."
121,2 star rating,"Apr 16, 2018",Always stuck at a light for the expo line. Ive been waiting 10 mimutes for trains to pass . This is madness
122,1 star rating,"Sep 26, 2018",I am being far too generous when I say that Metro doesn't have is act together. Cause they dont. Two car trains during rush hour? Purely pathetic!!!!!
123,2 star rating,"Sep 24, 2018",LA's public transportation system is embarrassing. It takes forever to do anything I feel like!!!!
124,1 star rating,"Mar 1, 2020","Metro Bus drivers are a joke, worst system ever. They don't a a care about anyone but themselves. My bus broke down and the bus driver laughed and said at least I still get paid not giving a care about the rest going to work and making us late and then after getting pick up by other bus the other bus driver finally gets to my stop after her having to get on and off the bus multiple times for whatever reason. She wasn't helping anyone or anything. Then when I get to my stop she opens the door and asked why is everyone getting off the  bus as she was closing the door on people damn near almost hurting passengers. Without a care. She was annoyed SHE ALMOST INJURED 3 people trying to close the door. Who the hell hires these idiots they need to be fired as well as those bus drivers."
125,1 star rating,"Jul 28, 2019","I saw a metro driver tell an old lady that the bus was only going to pico/rimpau and not West Hollywood, I personally take the bus all the way to West Hollywood and it was weird cause she even gave me a mischievous look I don't understand what she gained out of it to make this lady wait another 2 hours for the bus"
126,1 star rating,"Jan 18, 2020","There is times that I appreciate metro bus but in most cases I never like the ride, either the bus driver is going slow, missing stops, and etc. There is so many issues in this public transportation. Also the Nextbus.com web is so inaccurate it kept saying 1 minute then later turn 30 mins, I waited about 30 mins or so, the bus driver today I didn't like the experience. It didn't bother to wait for the person to stand up, it just left!"
127,4 star rating,"Apr 28, 2018","I used to be afraid of using public transportation especially the metro subways due to all the drunks, homeless, and junkies being allowed to ride and make people feel uncomfortable(if you're a woman or normal person you know what I mean) but now I've noticed police men at almost every station (not asking for tap cards, actual lapd) which I can tell you has made me feel a lot more at ease. I've been using public transportation for years and I would never ride without having 2 pepper sprays handy. I appreciate that help is close by if needed because back in the day, you would be fu**** 1) there was no cellphone reception to call for help 2) the bystander effect is real in LA and people rather pull out their phone to record. Anyone who rides the metro subway knows wacky stuff goes on down there all the time, but metro is improving in making it a safer environment."
128,5 star rating,"Sep 6, 2017","I would like to express what a fantastic ultimate Job the L.A. union station security management staff at (213) 223-6380 did in founding my purse; the staff asked me to describe my purse with the contents inside and the location where I had left the purse which was at the palmdale/lancaster commuter bus stop next to the fly away bus stop station where hundreds of people constantly Pass by; the staff security in that area went to search for the purse and security Mr. David Santos found the purse.The staff employee Ella called me the very next day and informed me that they had indeed found the purse.I had everything in that purse that was so important and sentimental to me ""you ladies know what i mean, we carry everything"".Moreovere when i went to obtain the purse everything was in it and i am so grateful to the security  management and wonderful staff.Thank you all kindly, may God bless you all."
129,2 star rating,,The bus driver on line 81 Ed D. is an ANGEL!!!!!! He says hello and creates a relationship with the riders. He has a smile on his face and a smile in his eyes! Thanks the great ride Ed! U added to the beauty of my day!!!!!!
130,Filter reviews by 1 star rating,,The bus driver on line 81 Ed D. is an ANGEL!!!!!! He says hello and creates a relationship with the riders. He has a smile on his face and a smile in his eyes! Thanks the great ride Ed! U added to the beauty of my day!!!!!!
131,5 star rating,"May 4, 2017",The bus driver on line 81 Ed D. is an ANGEL!!!!!! He says hello and creates a relationship with the riders. He has a smile on his face and a smile in his eyes! Thanks the great ride Ed! U added to the beauty of my day!!!!!!
132,2 star rating,"Jan 22, 2018","Not reliable at all.in the last few months, I've noticed more delays, more broken buses and therefore skipping the scheduled service time.I guess these delays could've been okay if I were a casual rider, but unfortunately I, like many others on my bus are relying on their services every day to get to work on time. I've been late to work many-many times due to their bad service, and have waited many nights for hours to get home, later to be told that the scheduled bus was broken."
133,3 star rating,"Aug 10, 2015","It's busy ALL THE TIME! It's impressive though.Very large, and cleaner than I would have expected. It's located in downtown next to a lot of hotels, which is nice. But the area outside is pretty sketchy at night.Cons would be: 1. No real restrooms, it's all outhouses outside.2. Speakers are too damn loud. Seriously guys turn them down. The speakers are so loud and they echo so much it is hard to decipher what they are saying. Overall I'll likely come in through Union Station again. It's convenient, and felt safe."
134,1 star rating,"Oct 18, 2017",What a nightmare of a transit system.  The signage is appalling.   Im downtown LA trying to find the Expo line home. To Santa Monica.   Ive been through here a number of times and still cant tell if Im on the right platform pictures are from the Expo platform and show there is not one mention of the Expo line.   As a long time rider I know my way around the local systems but I pitty tourist and others not familiar with Los Angeles.  The jackals running this affair are now given billions to expand it and to expedite it for the poor Olympic attendees.  My sympathies to all.
135,1 star rating,"Oct 25, 2019",Horrible. I rely on public transportation to get to work. In their schedule it shows 704 leaving Santa Monica/26 th at 8.03 AM. This is now the 3rd time that no bus showed up. Just plain horrible. Take it off your schedule if you don't run the bus. Lots of people were waiting not only me. Crappiest Service ever.
136,4 star rating,"Jul 11, 2017","Have used the LA metro system probably a dozen times, usually after coming up to Union Station on Amtrak. It's not perfect, but reasonably convenient, easy to use and reasonably priced, and lets you avoid the unpredictable LA traffic and parking. I'm a fan!"
137,2 star rating,"Nov 15, 2014","You can glam up the station all you want, but without public restrooms folks will make public urinals anywhere they can.  Cloth seats on cars don't lend one the feeling of cleanliness.  Also they really don't go where they need to go.  I'd rather drive."
138,1 star rating,"Feb 26, 2019",Absolutely hate this line. It's late EVERY time. The conductors don't care that the train comes from UNION STATION indicating that people probably get up pretty early to go to work in Los Angels to begin with. Absolute disregard to the fact that there's people who have families at home who would like to get home at a decent time and enjoy dinner with them. Whenever I take the purple line I only have time to make my lunch for tomorrow and head straight to bed. I take the blue 91/Perris line in the morning and HIGHLY recommend taking it back but it's hard if you miss the 5:30 train since the next one is at 6:50.
139,1 star rating,"Dec 6, 2017",Your bus drivers speed through bus stops or they make suddent stops and get off the bus to make phone calls today is 12/06/2017 you guys blame the fire for all the delays on the buses. But doesn't give you the reason to speed and stopping to make a call this is for bus 237 / 234 / 233/ you guy are breaking the law i say to my self why should we respect the bus drivers if they dont respect the or human life . Metro you guys are not safe
140,1 star rating,"Jun 26, 2016","Waited for hours for late night 656 line. No buses, no information. No customer service to call.Again you disappoint a loyal rider. Been riding buses and trains in LA for twelve years and I've seen my share of issues with the bus lines, but the constant disregard for the late night service lifelines is mind boggling."
141,2 star rating,,"Dear Los Angeles Metro,I thought it would be fun to use public transportation for the day.  I see people do it on TV all the time.  However, it turned out that you are confusing as hell.  I was left fending for myself trying to figure out how you work.  So I bought myself a TAP card.  I was wondering if I can share a card and swipe it twice or do I need a card per person?  There was no one there for me to ask.  I had no clue where to swipe my card.  I saw someone swiping and I told my friend I think that round  thing is where you swipe.  She thought it was where you check to see how much money you have left.  She said I'm sure there is a turn stile that you tap to get through.  I asked a stranger that walked by,  he said just get on.  He never pays.  No one ever check on the weekend.  As tempting as it sounds, do I want to take that chance?  Failure to pay you can get fine up to $250 and 48 hours community service. Its only 1.50 to ride the metro, that's pocket change.   So I have my tap card, charged and ready to go.  Then I turned to my friend and asked  how do we know if we were going on the right train?  hmmm no one working to ask.  All I know is that I needed to take the gold line.  So I turned to some random stranger and said, ""Hey!  Where are you going?""  This lady said union station, I told her i was too and so we followed her like creepers.  I find it funny how ever time I asked a stranger where they were going they never hesitate to tell me.  I guess i'm not that suspicious looking.  I got on the metro.  made my way to the union station with my TAP card and all.  So it turned out that I meant to pay for my trip, but I never TAP my card because I'm clueless. That round thing that I saw  that was next to the TAP vending machine was where you were suppose to TAP. I actually played with it trying to figure out what it was for. I didn't know I was suppose to tap my card there.  It doesn't make sense.   I'm going to stick to driving, but I am still praying for teleportation."
