,0,1,2
325,3 star rating,,"I had a lunch date with a friend in Walnut Creek this afternoon.  To get there, I had two choices:1) Hitchhike across the bridge, risking the chance of being thrown in the back of a blue van, bound/gagged, and driven up to Oregon. (No worries, my mom taught me at a young age how to disable tail lights.  She was a little paranoid, so I am also able to slash faces with car keys and know to scream ""fire!"" instead of ""help!"" Yeah, I'm a fun date.)2) Ride the BART. After weighing my options, I chose the latter. On my return trip from Walnut Creek to the Civic Center, I text-messaged myself the following message.  What I should have said to the guy who sat next to me: My seat smells like pee.Quit looking at me.Remove your hand from my back.Sorry yo momma did crack.--End--Well, I guess if this whole finance thing doesn't work out, I can see if Ne-yo still needs help writing lyrics.Wurd."
326,Filter reviews by 1 star rating,,"I had a lunch date with a friend in Walnut Creek this afternoon.  To get there, I had two choices:1) Hitchhike across the bridge, risking the chance of being thrown in the back of a blue van, bound/gagged, and driven up to Oregon. (No worries, my mom taught me at a young age how to disable tail lights.  She was a little paranoid, so I am also able to slash faces with car keys and know to scream ""fire!"" instead of ""help!"" Yeah, I'm a fun date.)2) Ride the BART. After weighing my options, I chose the latter. On my return trip from Walnut Creek to the Civic Center, I text-messaged myself the following message.  What I should have said to the guy who sat next to me: My seat smells like pee.Quit looking at me.Remove your hand from my back.Sorry yo momma did crack.--End--Well, I guess if this whole finance thing doesn't work out, I can see if Ne-yo still needs help writing lyrics.Wurd."
327,2 star rating,"Nov 18, 2007","I had a lunch date with a friend in Walnut Creek this afternoon.  To get there, I had two choices:1) Hitchhike across the bridge, risking the chance of being thrown in the back of a blue van, bound/gagged, and driven up to Oregon. (No worries, my mom taught me at a young age how to disable tail lights.  She was a little paranoid, so I am also able to slash faces with car keys and know to scream ""fire!"" instead of ""help!"" Yeah, I'm a fun date.)2) Ride the BART. After weighing my options, I chose the latter. On my return trip from Walnut Creek to the Civic Center, I text-messaged myself the following message.  What I should have said to the guy who sat next to me: My seat smells like pee.Quit looking at me.Remove your hand from my back.Sorry yo momma did crack.--End--Well, I guess if this whole finance thing doesn't work out, I can see if Ne-yo still needs help writing lyrics.Wurd."
328,2 star rating,"Mar 30, 2014","Nope. Nope. Nope.Call me a snob, but I can't do BART. The smells, the drunks, the weirdos, the assholes eating awful smelling food while riding.Them there's the untimely trains, the trains that don't stop for you or the doors that close on you.The cars are never really clean and they should run 24 hours like other large cities have with their public transport. The prices keep inching up, so it's not really a bargain and it's usually overcrowded during rush hour. How about an upgrade?"
329,4 star rating,"Aug 2, 2006","PUBLIC TRANSPORTATION HAIKUsmall bloody tampon,cyclops albino mouse perchedon the BART stairwell"
330,1 star rating,"Sep 30, 2007","BART does so many positive things. It stimulates the local economy, boosts the immune system, teaches you time management, and has a few valuable safety lessons hiding in the package it presents to the general public. Let me explain how.....I assume the local economy must be getting a boost because every other major city I have been to with a public transit system is less expensive. Maybe the money is going to the high paid officials but I can only assume that they spend money, so hooray for all of us public transportation takers funding their fine dining and luxury goods habits. You clearly have to be building up your immune system when you are exposed to the multitude of germs crusted onto the upholstered seats that have not been cleaned since 1972, when BART first opened.You have to have a good sense of time management to make sure you make the last BART train back to where you came from by midnight. Forget the fact that you will have to leave all of your friends who are still having a good time, this is about responsibility, damnit! Safety lesson #1. If you are standing at a BART station make sure you are very aware of your surroundings, because security is not present most of the time. Safety lesson #2. Learn that if you want to stay out past 11:30 it is important not to drink with your friends. You will need to drive home, an activity best tackled sober.Safety lesson #3. Some people will not adhere to safety lesson #2, so be a very careful driver, lest a drunk person ram you off the road. Yep, thanks BART for really stepping up and being there for us. You are the BEST!!!!"
331,3 star rating,"May 18, 2007","My BART ride was short enough that I stayed awake on BART usually, but long enough that I thought.  A lot.  And that's with the iPod going.I have a lot of revelations and thoughts about life, the world, existence, yadda yadda yadda...Don't get me wrong, coming from a state that has only one form of public transit *cough*TheBus*cough*, it's very fast, it's efficient, and it's USUALLY on time.  HOWEVERThe worst realization to have while sitting on BART:""They don't actually....*wash* the seats...do they.""Funny how much denial your brain can be in for a couple of months.  This is what it progressed from.""I'm sure they clean these seats. I mean just because I don't see it doesn't mean it doesn't happen""Turned into""So they walk up and down the aisles and pick up paper. I hope that's not all they do.""Which eventually, after a couple of months, has finally turned into.""No. They don't actually wash the seats.""and then of course the further epiphany that would make my Art History prof proud:""Now I know why that one guy stands all the way from Millbrae to the East Bay."""
332,3 star rating,"Feb 20, 2010",I am not a fan of public transportation except in New York or Tokyo.It was a little confusing at first but you get used to it.  Just be careful not to miss your exit.  I did =P  And make sure you take the right train.  I took the wrong one =P   Buying the ticket was a little confusing.  Okay I messed up when I bought the ticket too =P  Take the taxi if you don't want to take BART.BART EZ Rider is cheap and convenient.
333,2 star rating,"Jul 22, 2011","I was torn between giving BART two or three stars, and I decided to give it two, because although it has gotten me to work on time almost every day for the past year (only late twice because of BART), I have a few complaints about BART.   As plenty of reviewers have mentioned, the seats and the trains with carpeting are FILTHY!  There was an article that came out a few months ago about a scientist from SFSU who tested the seats on the seats and found NINE types of bacteria lurking there, including MRSA.  Oh, and she said some of those bacteria are there because she found fecal material as well.  WOW.  This is why when I fall asleep on BART I never, ever, ever put my head back on the seat.  And even when it's super hot in there, I refuse to take my jacket off so my bare skin doesn't touch the seats or the armrests.  I am also getting sick of the broken escalator situation, specifically at the Civic center station.  Really?  The escalator up to street level was out for almost a month, and the down escalator going to the trains is currently broken and has been for over month.  I pay $10.60 round trip every day.  300,000 people use BART every day.  Where is all that money going?  Clearly it's not going to cleaning the seats or repair and maintenance of the stations.  Oh, I forgot to mention, the Monday after Gay Pride weekend, the Civic Center station was a freaking MESS at 6:30am.  There was garbage everywhere and the floors were disgusting.  You'd think after an event like that they would have had a crew working all night to clean up the aftermath.Although I am grateful to have the option to take BART to work and the Bay area really is very lucky to have a transit system that reaches far and wide and is quite convenient, I wish they would invest more time and energy into upkeep of the trains and the stations.Now after writing this review I need to go disinfect the shoes I wore yesterday and wash my jacket."
334,3 star rating,"May 27, 2008","If my BART train were a girl she would be a dirty little whore.A dirty little whore I'd do once in the morning and once in the evening but never on weekends.  She can sometimes smell funny and take too long.The worst is when she is late because shes usually always on time.I share her with thousands of other people.  I love and hate you.Davids bottom line:I take bart from Fremont to Embarcadero and back every weekday.  It gets me to work and it beats dealing with traffic.  Yeah it can be sticky, smelly, and full of ghetto ass people....but what good whore isnt?  BART is dirty if you want nice take Caltrain.Oh and an observation...and please oh please I swear im not racist...just lazy and always scheming for a seat... most of the Indian people live in the southern area of the east bay...meaning if the train is full from SF and you are waiting for a seat....you should wait near the black, hispanic, white, asian people because they tend to get off sooner.  Okay that sounds completely racist huh?"
335,2 star rating,"Mar 5, 2009","Right after college, I dated a guy named Bart.  I met him when I was waiting tables, I believe his friend lured me over with the promise of a palm reading.  I read more than Bart's palm.  As cute as Bart was, and as sweet as he could be at times, it was just not meant to be.  Bart didn't respect me.  He didn't really take me out, he didn't call when he said he was going to...basically he was like 90% of the guys I've dated.  Why I continue to do this to myself, I will never know.Riding BART is a lot like dating.  It can be uncomfortable, disappointing, and can make you mad.An 8 car train during rush hour when it's raining is just bad judgment.  Kind of like my dating life."
336,2 star rating,"Jul 30, 2008","There is this woman who I work with who thinks she's so sly by sneaking in the back door of our office with her little key, attached to the little slinky thing on her wrist (I always ask her if she works at the Gap).  We all know it's because she is chronically late and doesn't want to get caught by our boss, who really doesn't like her.  So she continues to break the rules like a high schooler, and we continue to laugh behind her back at her lack of originality, really bad makeup application, and need for a little nice 'n easy for the grey roots.Much like my coworker who sneaks by my boss, there is a plethora of jerkoffs who think it's okay to bring their bikes on the train during peak hours, as long as it's in the last car.  It's not okay, and your fat ass and stupid bike are not allowing enough room for me and my tiny little person to stand without getting grease on myself.Ass munch.Hey BART, enforce your own rules.  Here's the link:http://www.bart.gov/guide/bikes/bikeRules.aspx"
337,3 star rating,"Apr 7, 2011","Have you ever found out that someone you really, really like has an STD? Well, that's how I felt when I read that NY Times article about all of the grossness that's on BART. We used to have such a good thing going, BART and I. Now all I can think about when I'm riding back and forth from the city is germs. Damn it! BART, we are going to get past this, I know it! But for now, you go down a star in my book. But don't worry, I'm not going anywhere just yet."
338,4 star rating,"Jan 16, 2010","Considering the fact that I hail from a city that rarely uses public transit, BART is pretty darn awesome. I would agree that the aesthetics leave something to be desired, but the actual service is great! Landed at SFO and was given instructions by friends (who've been here before) to just hop on and it'd be easy to figure out from there. Well, it'd be easy for someone who can read a map. But it wasn't a big problem, as I just asked a very nice transit employee and he indicated which stop would be mine. The STL Metro folks are not this helpful. Or clean!For $8.60 (compared to probably a $40 cab ride), BART got me to my destination, no problem. My only complaint is that I had to lug my suitcase up several flights of stairs once I got to my stop, as the escalators were out of order. Damn! That was definitely my workout for the week... And I decided to take a cab from BART to my hotel, as I my sense of direction is lacking and I didn't want to wander around SOMA with a giant pink suitcase :)When I return to San Fran in a few weeks, I will take BART again fo sho!"
339,3 star rating,,"The overall condition of the bart trains and their stations are ok...but than again you have thousands of people riding the bart everyday, you are bound to see some wear and tear. Also you will see all types of people, from all walks of life, so can't be very picky to point out that the seats are dirty or that there is a bit of trash on the floor. But I do have a bone to pick and that's with some of the personnel working for BART. I'm not an avid bart rider so when I politely ask a question please be civil enough to respond with a polite answer!!! And have the respect to at least look at me when talking. I have encoutered multiple rude people (bart staff). Obviously if I'm asking you a question it's because I don't know the answer to it...no need to be rude. I understand you have to deal with a massive amount of people on a daily basis but like I said..I WASN'T RUDE TO YOU. HIRE NICER PEOPLE...wish I could review them individually."
340,Filter reviews by 1 star rating,,"The overall condition of the bart trains and their stations are ok...but than again you have thousands of people riding the bart everyday, you are bound to see some wear and tear. Also you will see all types of people, from all walks of life, so can't be very picky to point out that the seats are dirty or that there is a bit of trash on the floor. But I do have a bone to pick and that's with some of the personnel working for BART. I'm not an avid bart rider so when I politely ask a question please be civil enough to respond with a polite answer!!! And have the respect to at least look at me when talking. I have encoutered multiple rude people (bart staff). Obviously if I'm asking you a question it's because I don't know the answer to it...no need to be rude. I understand you have to deal with a massive amount of people on a daily basis but like I said..I WASN'T RUDE TO YOU. HIRE NICER PEOPLE...wish I could review them individually."
341,2 star rating,"Nov 6, 2014","The overall condition of the bart trains and their stations are ok...but than again you have thousands of people riding the bart everyday, you are bound to see some wear and tear. Also you will see all types of people, from all walks of life, so can't be very picky to point out that the seats are dirty or that there is a bit of trash on the floor. But I do have a bone to pick and that's with some of the personnel working for BART. I'm not an avid bart rider so when I politely ask a question please be civil enough to respond with a polite answer!!! And have the respect to at least look at me when talking. I have encoutered multiple rude people (bart staff). Obviously if I'm asking you a question it's because I don't know the answer to it...no need to be rude. I understand you have to deal with a massive amount of people on a daily basis but like I said..I WASN'T RUDE TO YOU. HIRE NICER PEOPLE...wish I could review them individually."
342,4 star rating,"Oct 14, 2014","Wowza at some of the more negative reviews, since maybe I got lucky and got a good impression of the system during my San Francisco spring trip? Ah well.My impression was that the system was pretty clean, cleaner than the 'L(Chicago's subway), and just about all the employees I dealt with were friendly, including the worker at San Francisco Airport station that showed me how to use the ticket machine. Inside of the cars always felt clean to me, and I can believe older reviews that the seats must've been refurbished on the vast majority of cars within the last 2-3 years. Since I didn't once encounter a dirty seat, and I think I can safely assume you should not take as seriously the much older reviews about the cleanliness inside the railcars, before 2011 or 2012.Maybe one day the system will be 24/7, since that's an unfortunate negative to an otherwise great system. I'm not bothered by the varied distance fares either(rather than flat fare regardless of how little or far you ride), since I know that helps to pay for the cost of this system. Something makes me think the claim that 'the system has to shut down on overnights to do maintenance/etc.', but if other systems can run 24/7 and run less frequent service, that they could still get away with some sort of very minimum service(like every 20-30 minutes?).Ranting aside about the lack of overnight service, I'd totally be comfortable with riding BART again, whenever I return to San Francisco. It did allow me to do a trip over to the University of California-Berkeley's campus, and to and from SFO airport after all."
343,5 star rating,"Mar 5, 2008","When I think about going to the airport, I instantly get a headache. I'm sure this has to do with the fact that having lived in LA all my life, the two main options were Burbank (easy peasy) or HELL-AX (um, does that name need any further descriptions to get the point across??). Now with that preconceived panic attack waiting to happen, it was no surprise to me yesterday while waking up at 6am, that I was a little anxious about taking the MUNI to the BART to SFO for the first time.The MUNI was easy since I take that into work and I know the drill there. The BART however, well, I'm still kind of a newb. But I got off the MUNI at Montgomery and paid my $5.45 fair for a ticket to SFO and then headed downstairs with big ole over-packed suitcase in tow and looked for travel clues. I spotted a map and realized that this was going to be easier than i thought. It was just one train, sweet!I then grabbed a seat and people watched until the SFO BART whizzed up and on I got. From there, well, from there, I didn't have to use my brain once. Do you realize what a luxury that feeling is at 8am. i don't know about you, but my brain doesn't wake up til more like 10:30am, so this was a true treat. The total trip took maybe 30-35 minutes and I didn't have to deal with directions, off ramps, traffic or anything. And it was only $5.45.I swear, this city is getting cooler by the day! Oakland airport, who?"
344,5 star rating,"Jun 24, 2006","Thank you Mister BART for saving me from a $60 cab ride into the city from Oakland. Thank you for being clean and safe feeling. Thank you. And if you have any friends of power in LA, please call them and tell them to bring you down to LA, because you seriously rock and we need you!"
345,1 star rating,"Oct 20, 2013","Come on BART unions, REALLY? You came to terms about money, pension and everything else, but you don't like the ""work rules"", so you stomp your little hooves, take your ball and go home to pout? Do you have any idea just how many people who have been unemployed/underemployed would APPRECIATE your working conditions, compensation and benefits and actually come to work with a great attitude? Personally, I think that a little union-busting is way past-due.I must admit to a little BART bias, dating back to when I still lived in SF. I still haven't forgotten the lovely station agent at Civic Center from several years ago who ignored the thug who mugged me right in front of her little kiosk, then got snotty when the BART police asked her to give me a ticket to get home and she refused, telling me, ""Just because you lost your money and can't afford a ticket isn't MY problem.""  A Muni agent DID give a pass to get home when she came over to see if she could help, which gave the ""compassionate"" BART station agent an even worse attitude.There are more BART employees getting fed up with union ""leadership"" each and every day, who don't WANT to be on strike. How come the ""leadership"" doesn't put it out to the members for a vote?"
346,1 star rating,"Aug 4, 2013","Dear BART Unions:Here we go again, you greedy bastards. You are demanding a 23% raise and you want to contribute less to your already fantastic medical coverage? REALLY?  Your BART riders have, for the most part, taken HUGE hits in hours worked, many working for far less money than just a few years ago (myself included), and medical coverage contributions (if fortunate enough to have them) are unaffordable for many, or eat up as much as a third of take-home pay for those with families.Because of your little hissy fit, traffic will be a nightmare to the nth degree, many people will again have to decide between buying food or paying ridiculously jacked-up parking fees in San Francisco (to be jacked up even higher by some of the opportunistic parasites who run these parking garages and public lots..never let a good crisis go to waste). Some people may not be able to get to work, period., especially the people who can least afford it.Oh, but BART is making money, so they should give you guys what you want? At what cost? It already is not cheap to take public transit from the East Bay into parts of San Francisco. Who in the hell do you think the cost of your overinflated salaries and benefits are paid for by? The very people you are screwing over who are barely making it.Since you are going to inconvenience everyone, at least earn your strike pay. During the last one, I saw more of you at BART stations sitting on bus benches texting and talking on your cell phones than I actually saw on the picket line, especially at the Del Norte stations..not to mention the lines of you in the Starbucks in Safeway across the street."
347,2 star rating,"Jun 28, 2013","Dear BART Unions:As much as I would like to be sympathetic, I just can't.  When your employees make an average of nearly 80k a year plus benefits in times that are hard economically for many of your riders, it is impossible to feel sorry for you.Do you realize or even care what kind of impact your little hissy fit may have on many of your riders? In this day of many people working reduced hours as it is, you will basically be robbing this people. Those who do have cars will get to sit in traffic for hours, burn $4.00+ a gallon gas, pay bridge tolls they ordinarily don't have to pay, and if they are extremely lucky, find parking that will not sap their food budget for the week. What about those people who don't own a vehicle? Do you think AC (if they don't join your hissy fit) can accommodate everyone? Oh, they can take the ferry? Yep, that's cheap, huh? Not to those who are barely making it as it is.Please stop the PR campaign claiming that you would be striking for the safety of BART passengers. The reality is, it is all about you and lining the union coffers."
348,2 star rating,"Jan 6, 2009","Ok, so I like that the bay area at least HAS a rapid transit program. And I've seen some seriously entertaining moments on the various trains. And some seriously disturbing moments. However. The BART service in SF is so limited, that you can't even begin to compare it to Boston's MBTA or New York City's subway network. BART can get you to SF's embarcadero, financial district, downtown center, and the mission. If you want to go anywhere else in the city, be prepared to extend your travel time significantly as you navigate the Muni trains (which are chillingly notorious for running down pedestrians) or the bus system. Yes, you can get to the games and concerts in Oakland. Yes, it's probably great for commuters who truck into the city from Livermore, Richmond, and Pittsburg. However, as a public train that tries to boast the most convenient coverage around...I can't get behind it. I know I sound like a curmudgeon, but I have a love/hate relationship with the BART system. I am also irritated that they splash around advertising as an alternative to driving when going into the city on weekends. When I have dinner at a friend's house, I don't want to feel pressured to get back to the station by 12am. When I'm out dancing or drinking (or both), I don't want to be constantly sweating whether or not I'm going to wind up footing a $60 cab ride back across the bay. I know times are tight, and I'm sure there isn't a huge populous just waiting to work the night shift at BART...but I think it would drastically reduce the percentage of DUIs in the bay area if they did. And speaking of times being tight, what the hell is up with your constantly raising fares?  I see no difference in scheduling or cleanliness of the trains or stations, but still the ridiculous fare hikes.  Not accounting for parking, it is actually cheaper to DRIVE into the city from Oakland than it is to take BART.  So what gives?  Knock it off!  Talk about reducing the incentive for people to take public transit.And carpeting on public transit? That's just a bad idea. Alright. I'm done. Call me an asshole and call it a day. Re-reading this review I realize what a complete jerkoff I sound like - so please enjoy this before I regain my senses and delete it."
349,4 star rating,"Oct 11, 2017","I love BART. It gets me where I need to be. It's convenient. I can take my bike anytime. I love watching and experiencing the unique, special diverse cultural style of the SF Bay Area."
350,5 star rating,"Aug 4, 2009","So I was watching The Simpsons one Sunday night, and Lisa was preparing to go on this crossword challenge competition. She was learning words left and right in a dictionary until she came across BART. Her response: ""A rapid transit system serving the San Francisco Bay Area. Also the name of my annoying little brother!"" I loved it! :-)Anyways, BART has been my lifeline back when I was growing up in Antioch and when I was living in the city. In fact, I commuted every other day on BART during the summer of '05 when I was newly hired as a lab assistant for a biotech company in South San Francisco. Yay for being able to relax, sleep and read like 10 books that summer during my commute. My only gripe: parking at Pittsburg! If you get there too late during the morning, parking is pretty much nonexistent until 10AM rolls around and you're able to park in the carpool only section. That's my word of wisdom for ya."
351,4 star rating,"Aug 25, 2007","Lets face it people...BART IS DIRTY. The blue seats and carpet PROBABLY HAVEN'T BEEN CLEANED since they were installed 15+ years ago. Trust me on this, I remember when this happened. It was a refreshing thing at the time, considering the mucky brown dirty seats/carpet they had previously installed. At least those mucky brown seats CAMOUFLAGED all the dirt and stains. Nowadays, it's the DIRT and STAINS that CREATE a camouflage pattern on the seats.And quite honestly, I hate having to take public transportation. It can get quite GHETTO, especially in San Francisco. I'll admit... I'm spoiled, with a car. Can you blame me if my ass prefers to sit on leather seats rather than dirty, stain infested seats compliments of our local government?So I only take public transportation if I need to, like when I don't have my car because it's in the shop (like it was this past week) or when I have to go downtown to work, because I can't park downtown and pay $25 bucks a day for parking.That's just ludicrous. Anyways, I digress.HOWEVER, I have recently acquired a new found respect for BART. Why? You ask...It is EFFING FAST!AND it is reliable, runs on time LIKE CLOCKWORK without breaking down, creating a delay or backup on the rails. Unlike MUNI, which is a joke.So this past week, a coworker (who explained to me how quickly we could get from the Embarcadero station and into the Mission) and I took a quick joyride on BART during our lunch break and over to 25th and Mission to have our tacos at La Taqueria with PLENTY of time to sit down and eat, then hop next door to Dianda's for a slice of cake and back to work in 59 MINUTES!5 stars for being like a good one night stand, FAST AND EASY and for letting me have my cake and eating it too! Now, THAT'S how i like it!Minus 1 star for making me go home feeling dirty and like I have to wash my hands and dry clean my clothes every time I ride it. Like a bad one night stand. But then again, sometimes a girl NEEDS TO FEEL DIRTY every now and then."
352,5 star rating,"Nov 18, 2008","He will enlighten your mind and galvanize your body.A remarkable man, if I don't say so myself."
353,3 star rating,"Jul 10, 2009","I like BART.  I don't love it.  It's limited and it's expensive for what it offers.  When I've returned from trips to Boston I've been angry at how few places BART goes in comparison to the T, which covers the Boston area, going to myriad museums and university campuses.  It's been several years since we've been to Boston though, so I'm no longer feeling that anger.  We use BART in a very limited way, mostly to go to San Francisco to the theatre, and for that it works well.  This past couple of weeks we've taken it several times and it has been undeniably convenient.  For us it's mostly a way to go into the eastern part of the city and play, although a few times we've taken it to and from SFO, and that's been terrific.  The airport BART station is clean and convenient."
354,3 star rating,,"Bart Police can be found roaming the parking lot looking to hand out tickets; while homeless do drugs and defecate on the train and throughout the subway. It's ""gross negligence"" as it's finest. Bart Police would rather take your money than protect you. It's California though, what did you expect? Recently, I had a homeless man smoke crack inside the Bart car, and when I brought it up to security, he laughed at me and stated ""Bart police are supposed to ride the train but don't""...It's not going to be so funny when something real happens and you get hit with a lawsuit. Whoever is running Bart operations need to be replaced ASAP. No idea how Bart has above one star...It's filthy."
355,Filter reviews by 1 star rating,,"Bart Police can be found roaming the parking lot looking to hand out tickets; while homeless do drugs and defecate on the train and throughout the subway. It's ""gross negligence"" as it's finest. Bart Police would rather take your money than protect you. It's California though, what did you expect? Recently, I had a homeless man smoke crack inside the Bart car, and when I brought it up to security, he laughed at me and stated ""Bart police are supposed to ride the train but don't""...It's not going to be so funny when something real happens and you get hit with a lawsuit. Whoever is running Bart operations need to be replaced ASAP. No idea how Bart has above one star...It's filthy."
356,1 star rating,"Apr 19, 2018","Bart Police can be found roaming the parking lot looking to hand out tickets; while homeless do drugs and defecate on the train and throughout the subway. It's ""gross negligence"" as it's finest. Bart Police would rather take your money than protect you. It's California though, what did you expect? Recently, I had a homeless man smoke crack inside the Bart car, and when I brought it up to security, he laughed at me and stated ""Bart police are supposed to ride the train but don't""...It's not going to be so funny when something real happens and you get hit with a lawsuit. Whoever is running Bart operations need to be replaced ASAP. No idea how Bart has above one star...It's filthy."
357,1 star rating,"Apr 20, 2014","BART was a good start but got overpriced. ...and, mismanaged financially: 60-80% of workers get overtime pay to their already fancy salaries. Mngmt spent big buck$$$ for union/contract negotiations - including a 'humble' lawyer who billed BART for max.amount up to $400K and even for his alcohol expenses at the hotel...BART overpriced the trip to SFO airport with the idea: if they can afford to fly, they can afford to pay extra for SFO ride. So now, the cost from San Bruno to SFO - a one stop, 5-min ride is $7.40 (used to be about $3.80). That's the most oligarchic calculation ever. For comparison, a 50-minute trip from Berkeley to SFO costs $9.25. Pythagoras, please don't be offended and don't turn around in your grave. Is BART a public transit company whose mission is to serve or slave people?I will rather ride a sustainably raised cow than Bay-Area-Ridiculous-Transit."
358,2 star rating,"Sep 8, 2006","I do like (appreciate, even) the fact you're *around*, and thinking back to the 70s when you debuted all space age and shit.  But more than 30 years down the road, you haven't evolved much.  Yeah, you've got new stations here and there, but those dumbass destination signs go on the fritz so frequently, it's fun watching all these people scratch their heads and panic after they get on the wrong train (nevermind that your typical rider wouldn't dare approach someone else and TALK to them, god). And you spent a bajillion building a way to get up close and personal with SFO (we all know that airport passengers account for like 75% of your riders, right?).  Oh, ya -- forward thinking for that Bay Area loop you keep dreaming about, and should that miracle ever come to fruition, it will cost US twice what the new Bay Bridge span is.  Then it will cost the average citizen $15 to take an average round trip in the Bay Area. You're backwards and adolescent, BART.  Expensive, spend thrift, can't get your priorities straight, and ill-mannered to some of your biggest allies in the movement to reduce carbon emissions on a daily basis (um, that would be cyclists).  Do something so my 2-wheelin brothers and sisters don't get their rides jacked at your stations, and can take their rides in the stations trains ANY time of the day so they can complete their travels.  And quit you're ""don't do this"" and ""ya can't do that"" and ""shouldn't be doin' that"" bullshit.  Bikes on board *aren't* toys, OK... unlike half the shit people are hauling in those suitcases they put on the chairs where PEOPLE should be sitting.  Again with the airport passenger bunch. I have fond memories of an emergency situation that arose in San Francisco some years ago during the Bay Area's last humong-o power outtage.  I was stuck in the transbay tube on the way to SF in a train so packed, that all the techie-pros on board didn't even have enough elbow room to reach for their mobiles (which would never have worked back then anyway).  We were in that tunnel, immobile for 1 hour and 35 minutes, with ONE lame ass announcement made about ""Oh the power's out in the Embarcadero station, and we're trying to move a train out of the way"".  We were less than 500 feet from the station, you imbecile.  Wouldn't it have been at the very least courteous to offer an evacuation? Despite your hefty cover charge, you're always complaining that you're broke, can't pay your bills, or owe too much on your credit card.  You piss me off to no end, but I depend on you.  You're the worst f*ckn kind."
359,3 star rating,"Apr 22, 2007","5 stars for enabling the reverse commute, and therefore enabling me to live in this beautiful amazing city and work in the inner 'burbs-1 star for 20 minute headways after the peak hour-1 star for the disgusting ""bart stench"" that I've sadly become used to-1 star for not having a smart card, and instead having those crappy cards that get demagnetized so easily-1 star for BART and the region as a whole not even considering transit as a tool to curb drunk driving (closing the BART at midnight and the bars at 2 -- huge disconnect here!)+1 star for making me driving free for the past 4 months! +1 star for preserving polar bear climates one BART ride at a time."
360,4 star rating,"Jul 20, 2013","I've had nothing but positive experiences with BART. Not living in the bay area, I've really only had occasion to take it for special occasions/event - most notably, to A's and Giants games (usually BARTing in from the Dublin/Pleasanton station), and once to get to SF for Bay to Breakers. SUPER convenient to The Coliseum. Side note: does anyone else use BART as a verb? In a sentence: ""We parked our car in Fremont, BARTed in to Oakland, and made it to the game in no time."" We had a couple of very nice young men help us (me, Husband, PickyEater and her two small kids) find our way to the correct train one night after we had jumped on the wrong one after a late A's game. Community love!The time I BARTed in to do B2B, we parked our car at the Concord station to go in just for the day. It was around the buttcrack of dawn and thus hadn't anticipated a crowd, but to our surprise the train was packed. That early morning, we all rode to San Francisco together: a group of adults, most wearing silly costumes, (myself included), all sharing the same quiet, sleepy excitement. It was actually kinda awesome. Thanks for that memory, BART.VERDICT: YUP! If you need to get to the bay, give it a try for sure! Make sure you read the map and figure out where you need to go. Just, ah... try not to touch stuff. I def wouldn't want to take a black light to those cloth seats or poles."
361,3 star rating,"Jan 15, 2008","K, I have a love/hate relationship with BART. I've been riding BART since I was about nine. Yes, I said nine,  yes, it was safe to let your kids travel on public transportation in the late 70's/early 80's. When I worked in the city, it was my primary commuting option. NO,  I will not pay $25/day for parking (circa mid 90s) to park in the Embarcadero when I can get to work for $5 on BART. So why only three stars? Well, I have a history (see review for Royal Exchange) of having my friends (well that's what I call them) dump me on BART after a evening/afternoon/morning of drinking. Granted some of my drunken rides are a lot less dramatic then others. Let me tell you about the night I got on BART after a day on the Bay with Bay Quackers (see review). After being plied with margaritas and not much food, my non-Yelp friend, who will rename nameless, dumped me on BART! Thank goodness this nice prostitute befriended me and was helpful enough to guide me home. I had embarked at the Embarcadero station, traveling in the wrong direction towards Burlingame. Thankfully my newly made ""friend"" was headed to the East Bay because if it weren't for her, I'd probably still be lost in the Peninsula somewhere. Anyways, she was really sweet, and helped direct me onto the correct east bound Richmond train. And the sweetheart, god bless her short skirt and low cut top, was so generous, she told me if I went back to her place to meet her Pimp, he would be happy to drive me home. Alas, I was drunk and ornery, and (luckily) refused to transfer trains again. So thanks BART for decades of helping me traverse the Bay Area and meeting new friends."
362,1 star rating,"Oct 17, 2013","BART is pathetic. I have no time to type out the top 50 reasons of why I am miserable commuting on this train that either smells like weed, urine, or vomit depending on the time of day. You know why I have no time? Because I have to wake up 2 hours earlier to commute to SF because you lazy SOB employees that make on average 22 dollars an hour want more. I wish you would all get fired."
363,4 star rating,"Jun 16, 2008","Dear BART -You are an enabler. You pick me up near my house and take me drinking. I can always find a cozy bar near your stairs. Many times, you even provide an escalator for my way back down into your welcoming tunnels. You magically arrange for trips home to be much shorter than my trip just a few hours before to the bar.I LOVE your new EZ Rider Fare Card. Now I don't even need to maintain hand-eye coordination, just tap and go.Please do not stop what you are doing no matter what anyone else says. Well, maybe stay up later on the weekends?Love,Shelly L.P.S. I know it's hard to stay healthy and know your line from Hayward to Fremont is ill. I am trying to be understanding. Please feel better soon."
364,2 star rating,"Sep 13, 2012","Fabric covered seats?  You know bums ride the BART right?  They aren't clean (the bums).  I heard that there are worlds of organisms living inside each chair.  Think of the locker scene in MIB, except not as adorable.  I suggest you stand and NOT place anything on the chairs.  There will be a transfer of organisms if you do so...much like the Mayflower only these organisms aren't looking for religious freedom.Why hasn't there been a movement to change the seats to something more sanitary?  Get rid of the carpet and get rid of the fabric!If it weren't so convenient and fast, I'd love to give this transit system a 1-star review.But it is convenient and still better than the MUNI..."
